entity,period,account_code,account_name,balance,bs_pl,status,account_category,sub_category,criticality,review_frequency,department,review_status,review_flag,report_type,analysis_required,review_checkpoint,reconciliation_type,variance_pct
ABEX,2022-06,21106230,Prov. FCV-Buyers Credit-Secured-Short Term,0.0,BS,Liabilities,Short Term Borrowings,Secured Trade Credit - Banks,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Working not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21106270,Prov. FCV-FLC-Secured-Short Term,0.0,BS,Liabilities,Short Term Borrowings,Secured Trade Credit - Banks,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Working not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21106350,Pro FCV Senior Secured foreign currency Notes,,BS,Liabilities,Long Term Borrowings,4.375% SrSecUSBond,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Working not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21110400,Payable-Retention Money,-45785264.04,BS,Liabilities,Other Current Financial Liabilities,Retention Money,Medium,Quarterly,B2P,flagged,Red,BU Score card,True,Agreement not available,Reconciliation GL,Not Applicable
ABEX,2022-06,21110600,Hold for Other Recoveries,-22572104.73,BS,Liabilities,Other Current Financial Liabilities,Payable for Fixed Assets,Medium,Quarterly,B2P,flagged,Red,BU Score card,True,Remarks from BU is pending,Reconciliation GL,Not Applicable
ABEX,2022-06,21118000,CREDITORS FOREX ADJUSTMENT ACCOUNT,0.0,BS,Liabilities,Trade Payables,Trade Payables,Low,Half Yearly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21119101,GRIR Clearing Account-Capital Inventory-Domestic,0.0,BS,Liabilities,Other Current Financial Liabilities,Payable for Fixed Assets,Medium,Quarterly,B2P,reviewed,Green,BU Score card,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21119103,GRIR Clearing Account-Project Material-Domestic,0.0,BS,Liabilities,Other Current Financial Liabilities,Payable for Fixed Assets,Medium,Quarterly,B2P,reviewed,Green,BU Score card,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21119104,GRIR Clearing Account-Project Material-Foreign,0.0,BS,Liabilities,Other Current Financial Liabilities,Payable for Fixed Assets,Medium,Quarterly,B2P,reviewed,Green,BU Score card,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21119105,GRIR Clearing Account-Stores & Spares-Domestic,0.0,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,reviewed,Green,BU Score card,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21119108,GRIR Clearing Account-Operating Supplies-Domestic,0.0,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,reviewed,Green,BU Score card,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21119200,GRIR Clearing Account-Others,-30713.98,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,reviewed,Green,BU Score card,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21119201,Clearing-Credit Card,-12589.3,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21119300,Clearing-Freight Domestic,0.0,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21119400,Clearing-Customs Duty,0.0,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21119590,Clearing-GST Stock Transfer Order,,BS,Liabilities,Trade Payables,Trade Payables,Low,Half Yearly,R2R,flagged,Red,Working,True,There shall be nil balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21119760,Payable-Travel Expenses,-300862.0,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,Reconciliation,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21119990,Clearing-TDS Provision,0.0,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21120100,Payable-Bonus,-11677635.77,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,R2R,flagged,Red,Working,True,"Working not available, Reversal entry not done for F&F employees and Debit / Credit note pending for transfer in/out",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21120110,Payable-Superannuation,-33332.0,BS,Liabilities,Trade Payables,Trade Payables,Critical,Monthly,B2P,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21130500,Advance Received from Customers,-497501080.5,BS,Liabilities,Other Current Liabilities,Advance From Customer,Medium,Quarterly,O2C,flagged,Red,BU Score card,True,Remarks from BU is pending,Reconciliation GL,Not Applicable
ABEX,2022-06,21130510,Debtors-With Credit Balance,0.0,BS,Liabilities,Other Current Liabilities,Advance From Customer,Medium,Quarterly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21170100,Payable-TDS 192-Salary,-8797763.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,B2P,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21170200,Payable-TDS 194A-Interest other than Securities,-3756398.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,B2P,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21170300,Payable-TDS 194C-Contractor,-73779.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,B2P,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21170500,Payable-TDS 194I-Rent,-17020.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,B2P,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21170600,Payable-TDS 194J-Professional & Technical Fees,-1914692.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,B2P,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21170700,Payable-TDS 195-Foreign Payments,-0.11,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,B2P,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21174090,TRM-IGST Payable-RCM,0.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21175600,Payable-Professional Tax,-18800.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,R2R,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21180100,Clearing-Business Area,0.0,BS,Liabilities,Other Current Liabilities,Other Current Liabilities and Other Payables,Low,Half Yearly,R2R,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21180210,Clearing-Employee Foreign Travel Expense,-172898.01,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,Reconciliation,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21180230,Payable-Sodexo Meal Voucher,-72667.0,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21190350,Deposit From Vendors-Earnest Money Deposit,-2100000.0,BS,Liabilities,Other Current Liabilities,Other Current Liabilities and Other Payables,Medium,Quarterly,B2P,flagged,Red,BU Score card,True,Remarks from BU is pending,Reconciliation GL,Not Applicable
ABEX,2022-06,21190800,Creditors-Trading Partner Reclassification,0.0,BS,Liabilities,Trade Payables,Trade Payables,Low,Half Yearly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21190810,Creditors-Trading Partner Reclassification Adj,0.0,BS,Liabilities,Trade Payables,Trade Payables,Low,Half Yearly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21191100,Adv. From Customer reclassi. Trading Prt Adj,0.0,BS,Liabilities,Other Current Liabilities,Other Current Liabilities and Other Payables,Low,Half Yearly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21191110,Adv. From Customer reclassi. Trading Prt Adj,0.0,BS,Liabilities,Other Current Liabilities,Other Current Liabilities and Other Payables,Low,Half Yearly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21192000,Relief Fund Payable,0.0,BS,Liabilities,Trade Payables,Trade Payables,Low,Half Yearly,B2P,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21193020,IndAS-Gua Inc NC,-2773409000.06,BS,Liabilities,Other Non Current Financial Liabilities,Other Payables_LT,Medium,Quarterly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21193100,IndAS-Financial Liabilities Current,0.0,BS,Liabilities,Other Current Liabilities,Other Current Liabilities and Other Payables,Medium,Quarterly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194124,GST Control a/c-Gujarat,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194129,GST Ctrl a/c-Karntka,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194208,CGST Payable-Rajasthan,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194209,CGST Payable-Uttar Pradesh,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194221,CGST Pybl-Odisha,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194224,CGST Payable-Gujarat,-12410306.09,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194225,CGST Payable-Daman & Diu,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194227,CGST Payable-Maharashtra,0.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194308,SGST Payable-Rajasthan,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194309,SGST Payable-Uttar Pradesh,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194321,SGST Pybl-Odisha,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194324,SGST Payable-Gujarat,-12410306.08,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194325,SGST Payable-Daman & Diu,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194327,SGST Payable-Maharashtra,0.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194408,IGST Payable-Rajasthan,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194424,IGST Payable-Gujarat,0.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194608,CGST Payable-RCM-Rajasthan,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194623,CGST Payable-RCM-Madhya Pradesh,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194624,CGST Payable-RCM-Gujarat,-554163.21,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194629,CGST Payable-RCM-Karnataka,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194708,SGST Payable-RCM-Rajasthan,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194723,SGST Payable-RCM-Madhya Pradesh,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194724,SGST Payable-RCM-Gujarat,-554163.21,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194729,SGST Payable-RCM-Karnataka,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194808,IGST Payable-RCM-Rajasthan,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194821,IGST Pybl-R-Odisha,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21194824,IGST Payable-RCM-Gujarat,-1073624.86,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,IDT,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21199120,Payable-TCS Billed-206C (1H),-180340.89,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,O2C,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21199130,Payable-TCS Clearing Account-206C (1H),0.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,O2C,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21199140,Payable-TCS-206C (1H),0.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,O2C,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21199170,Payable-TCS Billed-1%,,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,O2C,reviewed,Green,Working,True,Amount payable < 30 days,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21199180,GST Hold-Vendor,-19350.0,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,BU Score card,True,Remarks from BU is pending,Reconciliation GL,Not Applicable
ABEX,2022-06,21199640,Payable-TDS 194Q-Purchase of Goods,-6334929.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,B2P,flagged,Red,Working,True,"Excess payment made in April, subsequently adjusted against liabilities",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21200100,Provision for Gratuity,0.0,BS,Liabilities,Short Term Provisions,Provision for Employee Benefits,Critical,Monthly,R2R,reviewed,Green,Actuarial report / working,True,Amount tallied with Actuarial working,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21200110,Provision for Gratuity Non Current,0.0,BS,Liabilities,Long Term Provisions,Provision for Employee Benefits_LT,Critical,Monthly,R2R,reviewed,Green,Actuarial report / working,True,Amount tallied with Actuarial working,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21200200,Provision for Leave Encashment,-12917131.64,BS,Liabilities,Short Term Provisions,Provision for Employee Benefits_Leave,Critical,Monthly,R2R,reviewed,Green,Actuarial report / working,True,Amount tallied with Actuarial working,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21200210,Provision for Leave Encashment Non Current,-20967178.1,BS,Liabilities,Long Term Provisions,Provision for Employee Benefits_LT_Leave,Critical,Monthly,R2R,reviewed,Green,Actuarial report / working,True,Amount tallied with Actuarial working,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21210100,Provision for Expenses,-20716990.24,BS,Liabilities,Trade Payables,Trade Payables,Critical,Monthly,B2P / R2R / TRM,flagged,Red,Reconciliation,True,Working not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21210180,Payable-Car Lease Rent,1552044.53,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21210200,Interest Accrued but Not Due,-2863686969.0,BS,Liabilities,Other Current Financial Liabilities,Interest accrued but not due,Medium,Quarterly,TRM,flagged,Red,Working,True,Working not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21210400,Provision for Expenses (Group Companies),-9962830.77,BS,Liabilities,Trade Payables,Trade Payables,Critical,Monthly,R2R,flagged,Red,Reconciliation,True,Working not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21299100,Takeover-Initial Stock,-0.03,BS,Liabilities,Trade Payables,Trade Payables,Low,Half Yearly,R2R,flagged,Red,Working,True,There shall be nil balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21299830,Provision for Mark to Market,0.0,BS,Liabilities,Other Current Financial Liabilities,Mark to Market Prov on Derivative contracts,Critical,Monthly,TRM,reviewed,Green,Confirmation,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21299850,Provision for Mark to Market-Long Term,0.0,BS,Liabilities,Other Non Current Financial Liabilities,Mark to Market Prov on Derivative contracts_LT,Medium,Quarterly,TRM,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,22100420,TRM-SEC LOANS-SHORT TERM-BANK,0.0,BS,Liabilities,Short Term Borrowings,Secured Loans - Banks,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Agreement not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,22100530,TRM-LC-ILC-Secured-Short Term,0.0,BS,Liabilities,Short Term Borrowings,Secured Trade Credit - Banks,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Agreement not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,22102600,IndAS-Ancillary Cost-Secured RTL-Bank-Non Current,0.0,BS,Liabilities,Long Term Borrowings,Secured - Term Loans - Banks_LT,Critical,Monthly,TRM,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,22102610,IndAS-Ancillary Cost-Secured RTL-Bank-Current,0.0,BS,Liabilities,Other Current Financial Liabilities,Secured - Term Loan - Bank_Current,Medium,Quarterly,TRM,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,22102740,IndAS-Ancillary Cost-4% Senior Secured Notes-NC,,BS,Liabilities,Long Term Borrowings,4.375% SrSecUSBond,Medium,Quarterly,TRM,flagged,Red,Working,True,Working not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,22102750,IndAS-Secured LC-Bank-Non Current,,BS,Liabilities,Long Term Borrowings,Secured Trade Credit - Banks_LT,Medium,Quarterly,TRM,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,22102780,IndAS-Secured LC-Bank-Short Term,,BS,Liabilities,Short Term Borrowings,Secured Trade Credit - Banks,Medium,Quarterly,TRM,flagged,Red,Working,True,Working not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,22102890,4.375% SrSecUSBond,,BS,Liabilities,Long Term Borrowings,4.375% SrSecUSBond,Critical,Monthly,TRM,reviewed,Green,Confirmation,True,Amount tallied with Agreement and Confirmation,Non Reconciliation GL,Not Applicable
ABEX,2022-06,22200700,Buyers Credit-Secured-Short Term,0.0,BS,Liabilities,Short Term Borrowings,Secured Trade Credit - Banks,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Agreement not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,22200960,TRM-LOANS & ADVANCES GROUP-Short Term,-100231067950.04,BS,Liabilities,Short Term Borrowings,Unsecured loans - Related Parties,Critical,Monthly,TRM,flagged,Red,Working,True,Agreement not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,22200970,TRM-Loans & Advance GROUP CO. Long Term,-28885120491.0,BS,Liabilities,Long Term Borrowings,Unsecured loans from Related Parties_LT,Critical,Monthly,TRM,reviewed,Green,Working,True,Amount tallied with Agreement and Confirmation,Non Reconciliation GL,Not Applicable
ABEX,2022-06,22211610,IndAS-Lease Repayment Clearing-Non Current,,BS,Liabilities,Other Current Assets,Prepaid Expenses,Medium,Quarterly,B2P,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,31100100,Equity Share Capital,-38569389409.4,BS,Equity,Share Capital,Equity Share Capital,Medium,Quarterly,R2R,reviewed,Green,Reconciliation,True,Amount tallied with secretarial records,Non Reconciliation GL,Not Applicable
ABEX,2022-06,31105500,Perpetual Securities,-96150000000.0,BS,Equity,Other Equity,Unsecured Perpectual Securities,Medium,Quarterly,TRM,reviewed,Green,Working,True,Amount tallied with Agreement and Confirmation,Non Reconciliation GL,Not Applicable
ABEX,2022-06,34100110,Capital Reserve,-4658011900.0,BS,Equity,Other Equity,Capital Reserve,Low,Half Yearly,R2R,reviewed,Green,Working,True,No movement during the period,Non Reconciliation GL,Not Applicable
ABEX,2022-06,34100200,Equity Share Premium,-41362726133.18,BS,Equity,Other Equity,Securities Premium - Equity,Low,Half Yearly,R2R,reviewed,Green,Working,True,Amount tallied with secretarial records,Non Reconciliation GL,Not Applicable
ABEX,2022-06,34100900,Retained Earnings from Previous Year,12363665056.05,BS,Equity,Other Equity,Retained Earnings,Low,Half Yearly,R2R,reviewed,Green,Reconciliation,True,No movement during the period,Non Reconciliation GL,Not Applicable
ABEX,2022-06,34101100,Preptual Securti-Distributions to holder,17671041096.0,BS,Equity,Other Equity,Retained Earnings,Critical,Monthly,TRM,flagged,Red,Working,True,Secretarial Documents not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,34103000,IndAS-Retained Earning Adjustment,-818806159.4,BS,Equity,Other Equity,Retained Earnings,Low,Half Yearly,R2R,reviewed,Green,Reconciliation,True,No movement during the period,Non Reconciliation GL,Not Applicable
ABEX,2022-06,41000150,Inc-Power Sales,-262224795.0,PL,Income,Revenue from operations,Revenue from Power Supply,Critical,Monthly,R2R / O2C,skipped,Not Considered,Power Sales Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,41000160,Inc-Unbilled Sales,0.0,PL,Income,Revenue from operations,Revenue from Power Supply,Critical,Monthly,R2R,skipped,Not Considered,Power Sales Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,41000180,Inc-Incentive Pay,0.0,PL,Income,Revenue from operations,Income-Incentive Payment,Medium,Quarterly,R2R,skipped,Not Considered,Power Sales Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,41000190,Inc-Carbon Credit,0.0,PL,Income,Other Operating Income,Other Operating Income,Critical,Monthly,R2R,skipped,Not Considered,Working,False,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,41001350,Inc-Services,0.0,PL,Income,Revenue from operations,Service Income,Critical,Monthly,R2R / O2C,skipped,Not Considered,Working,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,41099250,Dir Inc Rnd/Off IPMS,-1.75,PL,Income,Other Expenses,Miscellaneous expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,False,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,42000500,Int Inc-Others (MP),-56852740.0,PL,Income,Other Income,Interest Income,Low,Half Yearly,R2R,skipped,Not Considered,Interest Working,True,Not Analyzed,Non Reconciliation GL,0.05
ABEX,2022-06,42000560,Int Income-Group Cmp,-1578030942.0,PL,Income,Other Income,Interest Income,Medium,Quarterly,TRM,skipped,Not Considered,Interest Working,True,Not Analyzed,Non Reconciliation GL,0.05
ABEX,2022-06,42001050,Sales-Inventory,0.0,PL,Income,Revenue from operations,Domestic Sales,Critical,Monthly,R2R / O2C,skipped,Not Considered,Working,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,42001110,Inc from Mutual Fund,0.0,PL,Income,Other Income,Income frm Mutual Fund,Low,Half Yearly,TRM,skipped,Not Considered,Interest Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,42001130,Inc-Perpetual Sec,,PL,Income,Other Income,Inc-Perpetual Sec,Low,Half Yearly,TRM,skipped,Not Considered,Interest Working,True,Not Analyzed,Reconciliation GL,0.15
ABEX,2022-06,42001400,Int Income-Bank,-33231634.73,PL,Income,Other Income,Interest Income,Low,Half Yearly,TRM,skipped,Not Considered,Interest Working,True,Not Analyzed,Non Reconciliation GL,0.05
ABEX,2022-06,42001500,Misc Income (MP),0.0,PL,Income,Other Income,Miscellaneous Income,Low,Half Yearly,R2R,skipped,Not Considered,Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,42001580,Inc-Credit Card,-28.69,PL,Income,Other Income,Miscellaneous Income,Low,Half Yearly,TRM,skipped,Not Considered,Working,True,Not Analyzed,Reconciliation GL,0.15
